id,title,original_title,overview,release_date,popularity,vote_average,vote_count,original_language,adult,poster_path,backdrop_path,genre_ids
914,The Great Dictator,The Great Dictator,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,1940-10-15,4.8831,8.289,3548,en,False,/nhMXB8GTdswYMCL9nepDZymJCOr.jpg,/c8Pi8F1FzpNebtgXcSjC9nWCdSW.jpg,"35,10752"
1356039,Counterattack,Contraataque,"When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.",2025-02-27,9.7868,8.288,756,es,False,/38I76hGcFY6xB47pjm7pZwkfuAF.jpg,/deUWVEgNh2IGjShyymZhaYP40ye.jpg,"28,12,53"
599,Sunset Boulevard,Sunset Boulevard,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,1950-08-10,8.8916,8.288,2780,en,False,/oOZIN0sbRNLKQC4RRCQnmAx1PlV.jpg,/p47ihFj4A7EpBjmPHdTj4ipyq1S.jpg,18
533514,Violet Evergarden: The Movie,劇場版 ヴァイオレット・エヴァーガーデン,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",2020-09-18,7.2933,8.3,464,ja,False,/4b7uAGVtgA85Yd911yOJqIsHigx.jpg,/wGwSWDG3LIQxchg2M8HV7bDqYKU.jpg,"16,14,10749,18"
644479,Dedicated to my ex,Dedicada A Mi Ex,"The film tells the story of Ariel, a 21-year-old who decides to form a rock band to compete for a prize of ten thousand dollars in a musical band contest, this as a last option when trying to get money to save their relationship and reunite with his ex-girlfriend, which breaks due to the trip she must make to Finland for an internship. Ariel with her friend Ortega, decides to make a casting to find the other members of the band, although they do not know nothing about music, thus forming a band with members that have diverse and opposite personalities.",2019-11-01,1.6382,8.3,512,es,False,/xc4bTXVwYNXi10jG9dwcaYt5IpU.jpg,/1fOsyhVz5qyX2rl1qqX6KImVhTx.jpg,"18,35"
42269,We All Loved Each Other So Much,C'eravamo tanto amati,"Three partisans bound by a strong friendship return home after the war, but the clash with everyday reality puts a strain on their bond.",1974-12-21,2.4543,8.3,621,it,False,/zGGWYpiKNwjpKxelPxOMqJnUgDs.jpg,/2Kkqmy3EpXqBDqv1vvsNXX3pwww.jpg,"18,35"
1139087,Once Upon a Studio,Once Upon a Studio,"Created for Disney's 100th anniversary, the short features Mickey Mouse corralling a gallery of legendary Disney characters for a group photo.",2023-09-24,6.0977,8.282,404,en,False,/aiy3G1cYWV3LgKZHY6a3jL8bjYL.jpg,/hUeSuUxNyQivx2wrRvGoyZiZDUu.jpg,"16,10751,14,35"
3082,Modern Times,Modern Times,"A bumbling tramp desires to build a home with a young woman, yet is thwarted time and time again by his lack of experience and habit of being in the wrong place at the wrong time..",1936-02-05,4.9175,8.3,3908,en,False,/7uoiKOEjxBBW0AgDGQWrlfGQ90w.jpg,/kSlO1pHpwQfPQdgVPr7dJiJNtJ8.jpg,"35,18,10749"
335,Once Upon a Time in the West,C'era una volta il West,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",1968-12-21,7.5223,8.3,4659,it,False,/qbYgqOczabWNn2XKwgMtVrntD6P.jpg,/aKZ9hDmLJTaGSxWdhxqMTcvXmk4.jpg,"18,37"
1585,It's a Wonderful Life,It's a Wonderful Life,"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",1946-12-20,17.2596,8.3,4627,en,False,/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg,/ch3lDc4xQ9MpsNEpnRhvR8PIxxK.jpg,"18,10751,14"
77338,The Intouchables,Intouchables,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,2011-11-02,12.3265,8.272,17918,fr,False,/1QU7HKgsQbGpzsJbJK4pAVQV9F5.jpg,/q6OGlZ1KMEb14AC8KbPCxyNOal6.jpg,"18,35"
18491,Neon Genesis Evangelion: The End of Evangelion,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,"SEELE orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can advance his own plans for the Human Instrumentality Project. Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity.",1997-07-19,19.8867,8.3,1738,ja,False,/j6G24dqI4WgUtChhWjfnI4lnmiK.jpg,/xLMJCCSatxENpHO9rLW9yD8A12C.jpg,"16,878,28,18"
92321,Hotarubi no Mori e,蛍火の杜へ,"One hot summer day a little girl gets lost in an enchanted forest of the mountain god where spirits reside. A young boy appears before her, but she cannot touch him for fear of making him disappear. And so a wondrous adventure awaits...",2011-09-17,0.0063,8.271,1172,ja,False,/mDqzHV8UXWWNpZkoAbKmKX1ZxEE.jpg,/qknxyRgP6UTmwJ4B9tDAmzHMq7u.jpg,"10749,16,14"
28,Apocalypse Now,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",1979-05-19,10.7894,8.271,8712,en,False,/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,/9Qs9oyn4iE8QtQjGZ0Hp2WyYNXT.jpg,"18,10752"
632632,Given,映画 ギヴン,"Haruki secretly had feelings for Akihiko for years, but Akihiko was still in a relationship with his roommate, the violinist Ugetsu Murata. Haruki, Akihiko, and Ugetsu's love clashes and starts to move forward.",2020-08-22,4.0011,8.268,408,ja,False,/pegCub2zdYD5As43AOmGsIctuKc.jpg,/9Xz0bzUFTVgDZd4WZz1cJDQjLkB.jpg,"16,18,10402,10749"
901,City Lights,City Lights,A tramp falls in love with a beautiful blind flower girl. His on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.,1931-02-06,3.5948,8.3,2336,en,False,/ugmakEL5y294I5bXgiBqApuZpwc.jpg,/Ma7mQsldFCaQpsZbm8zolgLfmV.jpg,"35,18,10749"
975,Paths of Glory,Paths of Glory,A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.,1957-10-25,4.7974,8.26,3115,en,False,/hGg1UCQSHlXfv2HI9bDHT2OQBam.jpg,/354kfjVb96mtFALMhBE6jzHGiA2.jpg,"10752,18"
637920,Miracle in Cell No. 7,7. Koğuştaki Mucize,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",2019-10-10,6.7146,8.255,4494,tr,False,/bOth4QmNyEkalwahfPCfiXjNh1r.jpg,/inEy3A5OPgeYW4rjRiGycfEeQzA.jpg,18
8587,The Lion King,The Lion King,"Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life.",1994-06-15,17.3919,8.255,19114,en,False,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,/wXsQvli6tWqja51pYxXNG1LFIGV.jpg,"10751,16,18,12"
29259,Le Trou,Le Trou,"Four prison inmates have been hatching a plan to literally dig out of jail when another prisoner, Claude Gaspard, is moved into their cell. They take a risk and share their plan with the newcomer. Over the course of three days, the prisoners and friends break through the concrete floor using a bed post and begin to make their way through the sewer system -- yet their escape is anything but assured.",1960-03-18,5.4228,8.251,527,fr,False,/xyZhiOz5NHVBUKlpioxjwajy7pm.jpg,/f72GEQF2lKsdmEULSI9bWCbQylH.jpg,"18,53,80"
630566,Clouds,Clouds,"Young musician Zach Sobiech discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.",2020-10-09,4.6283,8.25,1034,en,False,/d0OdD1I8qAfETvE9Rp9Voq7R8LR.jpg,/L7DIiAdP8DnNqOh7454ZrTYspR.jpg,"10402,18,10749"
568332,Taylor Swift: Reputation Stadium Tour,Taylor Swift: Reputation Stadium Tour,"Taylor Swift takes the stage in Dallas for the Reputation Stadium Tour and celebrates a monumental night of music, memories and visual magic.",2018-12-31,4.8328,8.25,412,en,False,/u6oXUTtOuJRPdUgUuPAVVJPSKCo.jpg,/4uMrZS7XEHRNKwHr5wSOxROanPF.jpg,10402
10376,The Legend of 1900,La leggenda del pianista sull'oceano,"The story of a virtuoso piano player who lives his entire life aboard an ocean liner. Born and raised on the ship, 1900 learned about the outside world through interactions with passengers, never setting foot on land, even for the love of his life. Years later, the ship may be destroyed, and a former band member fears that 1900 may still be aboard, willing to go down with the ship.",1998-10-28,4.671,8.248,2358,it,False,/iOcbJ5pxokOPDRgieVDbsFMrCc6.jpg,/muSeX7fnNw0pv4zHK7RSwZln6Hk.jpg,"18,10402"
572154,Rascal Does Not Dream of a Dreaming Girl,青春ブタ野郎はゆめみる少女の夢を見ない,"In Fujisawa, Sakuta Azusagawa is in his second year of high school. Blissful days with his girlfriend and upperclassman, Mai Sakurajima, are interrupted by the appearance of his first crush, Shoko Makinohara.",2019-06-15,6.9315,8.247,562,ja,False,/gsRpizQa3fw1um8v7EvFVXvxD6u.jpg,/5MgMCnslrxQfOfaq6T5ndkLlcCk.jpg,"16,10749,18,14"
670,Oldboy,올드보이,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors.",2003-11-21,14.7625,8.2,9310,ko,False,/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg,/sdwjQEM869JFwMytTmvr6ggvaUl.jpg,"18,53,9648,28"
447362,Life in a Year,Life in a Year,"A 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left.",2020-11-27,6.3147,8.241,1941,en,False,/bP7u19opmHXYeTCUwGjlLldmUMc.jpg,/u6aGN71Hx39iX8Uv4ILRRKHmAXc.jpg,"18,10749"
504253,I Want to Eat Your Pancreas,君の膵臓をたべたい,"After his classmate and crush is diagnosed with a pancreatic disease, an average high schooler sets out to make the most of her final days.",2018-09-01,8.3379,8.238,1678,ja,False,/qDWA7fB4cZ4sBP6YgwlxvraDHi7.jpg,/YLyORLsYIjC0d1TFBSpJKk7piP.jpg,"16,18,10749"
299534,Avengers: Endgame,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",2019-04-24,16.4452,8.237,26870,en,False,/ulzhLuWrPK07P1YkdWQLZnQh1JL.jpg,/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg,"12,878,28"
299536,Avengers: Infinity War,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",2018-04-25,30.5675,8.235,31084,en,False,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg,"12,28,878"
603,The Matrix,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",1999-03-31,22.3547,8.234,26932,en,False,/p96dm7sCMn4VYAStA6siNz30G1r.jpg,/oMsxZEvz9a708d49b6UdZK1KAo5.jpg,"28,878"
508965,Klaus,Klaus,"A selfish postman and a reclusive toymaker form an unlikely friendship, delivering joy to a cold, dark town that desperately needs it.",2019-11-08,9.2028,8.2,4380,en,False,/q125RHUDgR4gjwh1QkfYuJLYkL.jpg,/mlxKite1x1PgmIhJgAxNS9eHmH8.jpg,"16,10751,12,35,14"
803796,KPop Demon Hunters,KPop Demon Hunters,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.",2025-06-20,127.2569,8.228,1773,en,False,/AjlRXTpRLAIiuofNqKcqrpUfPCZ.jpg,/w3Bi0wygeFQctn6AqFTwhGNXRwL.jpg,"14,10402,35,16"
527641,Five Feet Apart,Five Feet Apart,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",2019-03-14,8.7932,8.227,5795,en,False,/kreTuJBkUjVWePRfhHZuYfhNE1T.jpg,/27ZkYMWynuK2qiDP6awc3MsCaOs.jpg,"10749,18"
25237,Come and See,Иди и смотри,"The invasion of a village in Belarus by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",1985-10-17,7.6554,8.2,1691,ru,False,/qNbMsKVzigERgJUbwf8pKyZogpb.jpg,/oIQMt3Q6Qa37YD0JOdYkrIAPYDk.jpg,"18,10752"
490132,Green Book,Green Book,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",2018-11-16,13.222,8.225,12332,en,False,/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,/2Xe9lISpwXKhvKiHttbFfVRERQX.jpg,"18,35,36"
857,Saving Private Ryan,Saving Private Ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",1998-07-24,15.2112,8.221,16610,en,False,/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg,/rW2xRFlJRbTnBJlQTSjQmjevIwb.jpg,"18,36,10752"
654299,Out of the Clear Blue Sky,Como caído del cielo,"Returning to Earth as an imitator, the legendary Mexican artist Pedro Infante must prove that he is no longer a womanizer to enter paradise.",2019-12-24,2.9631,8.22,363,es,False,/xg6QZdlHrq2dtSK8cfnQQMnmpeY.jpg,/o33acwn7KliNpJRbjy4FrMSpiQ9.jpg,"35,18,10402"
98,Gladiator,Gladiator,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.",2000-05-04,17.0766,8.22,20175,en,False,/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,/jhk6D8pim3yaByu1801kMoxXFaX.jpg,"28,18,12"
265177,Mommy,Mommy,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",2014-09-19,3.51,8.219,2786,fr,False,/3zyQtPg3avKprmJP2gBiYgyWUQC.jpg,/dIHezuC3AmylT8mkXQiWSjz2wJR.jpg,18
110420,Wolf Children,おおかみこどもの雨と雪,"After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.",2012-07-21,6.7041,8.2,2388,ja,False,/3Nllh6JgcrFdtOn6iFOWHudNInd.jpg,/oMqgJMCaNIqeJtilc71D4nRqdmt.jpg,"16,10751,18,14"
24188,Il Sorpasso,Il sorpasso,"Roberto, a shy law student in Rome, meets Bruno, a forty-year-old exuberant, capricious man, who takes him for a drive through the Roman and Tuscany countries in the summer. When their journey starts to blend into their daily lives though, the pair’s newfound friendship is tested.",1962-12-05,4.0372,8.219,812,it,False,/4h1ckrJQVcQYjeOkqS8i9BqZ9MI.jpg,/uUrV5KSjnZx47Dq7e6STr73iN4N.jpg,"18,35,12"
37257,Witness for the Prosecution,Witness for the Prosecution,An ailing barrister agrees to defend a man in a sensational murder trial where the unconvincing testimony of the defendant's wife becomes a subject of confusion.,1957-12-17,7.342,8.215,1567,en,False,/bCj4EfuehAlgBwVd3diyWyhuuau.jpg,/evUB9YKE5IPPtQOchcEF6hS90BO.jpg,"18,9648,80"
995133,"The Boy, the Mole, the Fox and the Horse","The Boy, the Mole, the Fox and the Horse","The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy's search for home.",2022-12-25,6.6548,8.214,664,en,False,/wAKBWRhMmBtrCCuqmFwPm2RGTph.jpg,/wO0MIGcA7w7tBI9Ey80Q4Z7qnPm.jpg,"16,10751,12,14"
16869,Inglourious Basterds,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",2009-08-02,17.1875,8.214,23342,en,False,/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,/hwNtEmmugU5Yd7hpfprNWI0DGIn.jpg,"18,53,10752"
92060,Michael Jackson's Thriller,Michael Jackson's Thriller,"A night at the movies turns terrifying when Michael and his date are attacked by zombies. Released at the height of Thriller’s success, the short film redefined the music video, broke racial barriers, and became the first inducted into the U.S. National Film Registry.",1983-11-14,4.0078,8.212,725,en,False,/dYHGoPMkZMVuBA4EydmDQMo1EEv.jpg,/aVefEnQsfNPUrgsuMszTDt165P0.jpg,"27,53,10402"
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,劇場版「鬼滅の刃」無限列車編,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",2020-10-16,23.0326,8.209,4299,ja,False,/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,/xPpXYnCWfjkt3zzE0dpCNME1pXF.jpg,"16,28,14,53"
315162,Puss in Boots: The Last Wish,Puss in Boots: The Last Wish,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",2022-12-07,15.7482,8.209,8461,en,False,/kuf6dutpsT0vSVehic3EZIqkOBt.jpg,/jr8tSoJGj33XLgFBy6lmZhpGQNu.jpg,"16,12,14,35,10751"
618344,Justice League Dark: Apokolips War,Justice League Dark: Apokolips War,"Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.",2020-05-05,5.5345,8.2,1523,en,False,/c01Y4suApJ1Wic2xLmaq1QYcfoZ.jpg,/miChhr7EXynB2R5JLvMcz2oBgi2.jpg,"16,28,12,14"
694,The Shining,The Shining,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",1980-05-23,18.6099,8.2,18279,en,False,/xazWoLealQwEgqZ89MLZklLZD3k.jpg,/AdKA2F1SzYPhSZdEbjH1Zh75UVQ.jpg,"27,53"
50014,The Help,The Help,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",2011-08-09,14.0536,8.205,8728,en,False,/3kmfoWWEc9Vtyuaf9v5VipRgdjx.jpg,/k2ZdjMXmqnw4RJeh8cwxCvcznJZ.jpg,18
441130,Wolfwalkers,Wolfwalkers,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",2020-10-26,5.6531,8.204,1303,en,False,/vqGiNbdc2sDwsnivMMYzwAoSSu6.jpg,/3zTbERSBLh7waK9811RTKGAcG86.jpg,"16,10751,12,14"
1124,The Prestige,The Prestige,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",2006-10-17,12.4737,8.204,16898,en,False,/2ZOzyhoW08neG27DVySMCcq2emd.jpg,/yCnJT53HMXAK87xzPAdjdYhZ3JE.jpg,"18,9648,878"
11,Star Wars,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,1977-05-25,18.951,8.204,21599,en,False,/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,/2w4xG178RpB4MDAIfTkqAuSJzec.jpg,"12,28,878"
829402,Ultraman: Rising,Ultraman: Rising,"A star athlete reluctantly returns home to take over his father's duties as Ultraman, shielding Tokyo from giant monsters as he becomes a legendary hero.",2024-06-14,7.8658,8.201,351,en,False,/j886YEkIUsiImY53px5VHKD4lRa.jpg,/wdUnHg8bOmTkHzkvxSY9sCeqJ6q.jpg,"16,878,10751,28"
11324,Shutter Island,Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",2010-02-14,15.0525,8.201,24988,en,False,/nrmXQ0zcZUL8jFLrakWc90IR8z9.jpg,/rbZvGN1A1QyZuoKzhCw8QPmf2q0.jpg,"18,53,9648"
354912,Coco,Coco,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",2017-10-27,61.2471,8.2,20333,en,False,/6Ryitt95xrO8KXuqRGm1fUuNwqF.jpg,/wSJHuSD7ojzoXifWjOAjxV7UpEL.jpg,"10751,16,10402,12"
16672,Woman in the Dunes,砂の女,A vacationing entomologist suffers extreme physical and psychological trauma after being taken captive by the residents of a poor seaside village and made to live with a woman whose life task is shoveling sand for them.,1964-02-15,5.415,8.199,495,ja,False,/f0JpsMQ9oEjKBD66Ky3qK3z7LGT.jpg,/dxfFh9pTKDaYH2B6PwcR6ohCM1L.jpg,"18,53"
290098,The Handmaiden,아가씨,"1930s Korea, in the period of Japanese occupation, a new girl, Sookee, is hired as a handmaiden to a Japanese heiress, Hideko, who lives a secluded life on a large countryside estate with her domineering Uncle Kouzuki. But the maid has a secret. She is a pickpocket recruited by a swindler posing as a Japanese Count to help him seduce the Lady to steal her fortune.",2016-06-01,19.4639,8.197,4068,ko,False,/dLlH4aNHdnmf62umnInL8xPlPzw.jpg,/jnFmHDHmPZrQ7vyHmxXHcoxp25j.jpg,"53,18,10749"
283566,Evangelion: 3.0+1.0 Thrice Upon a Time,シン・エヴァンゲリオン劇場版:||,"In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka and Rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet Earth. There, each lives a life far different from their days as an Evangelion pilot. However, the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.",2021-03-08,9.8572,8.2,879,ja,False,/md5wZRRj8biHrGtyitgBZo7674t.jpg,/1EAxNqdkVnp48a7NUuNBHGflowM.jpg,"16,28,878,18"
284,The Apartment,The Apartment,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",1960-06-21,6.5926,8.195,2492,en,False,/hhSRt1KKfRT0yEhEtRW3qp31JFU.jpg,/2L8U8rUyWeFTb6n1egTNeJsEsvj.jpg,"35,18,10749"
313106,Doctor Who: The Day of the Doctor,Doctor Who: The Day of the Doctor,"In 2013, something terrible is awakening in London's National Gallery; in 1562, a murderous plot is afoot in Elizabethan England; and somewhere in space an ancient battle reaches its devastating conclusion. All of reality is at stake as the Doctor's own dangerous past comes back to haunt him.",2013-11-23,1.5314,8.193,762,en,False,/6c0CjymaupC5xerJCemuaSV4CLj.jpg,/tbF57JNof8j3X14GhZtqafkrziU.jpg,"878,12"
324786,Hacksaw Ridge,Hacksaw Ridge,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",2016-10-07,16.2057,8.191,14385,en,False,/wuz8TjCIWR2EVVMuEfBnQ1vuGS3.jpg,/vDKRMZGFTKP9nQolzeSB1rB1w6p.jpg,"18,36,10752"
1160164,TAYLOR SWIFT | THE ERAS TOUR,TAYLOR SWIFT | THE ERAS TOUR,"A concert film documenting Taylor Swift's record-breaking Eras Tour (2023-2024). Filmed during the Los Angeles shows, the film captures the tour's ten acts, each representing a different musical era from Swift's career. The film showcases over 40 songs, elaborate stage productions, and Swift's performance.",2023-10-13,2.9517,8.19,477,en,False,/jf3YO8hOqGHCupsREf5qymYq1n.jpg,/fn0bRHELeylB452pL2Mlo76YEzI.jpg,10402
522924,The Art of Racing in the Rain,The Art of Racing in the Rain,"A family dog – with a near-human soul and a philosopher's mind – evaluates his life through the lessons learned by his human owner, a race-car driver.",2019-08-08,4.2876,8.189,1592,en,False,/mi5VN4ww0JZgRFJIaPxxTGKjUg7.jpg,/96sS0woEzf0zFSWjHVblOhsBfGd.jpg,"18,10749"
68718,Django Unchained,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",2012-12-25,14.8946,8.185,27189,en,False,/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,/5Lbm0gpFDRAPIV1Cth6ln9iL1ou.jpg,"18,37"
185,A Clockwork Orange,A Clockwork Orange,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",1971-12-19,10.1822,8.2,13420,en,False,/4sHeTAp65WrSSuc05nRBKddhBxO.jpg,/nLFxvLokHe3bQmrmAfljIfax2jQ.jpg,"878,80"
476292,Maquia: When the Promised Flower Blooms,さよならの朝に約束の花をかざろう,"Maquia is a member of a special race called the Iorph who can live for hundreds of years. However, Maquia has always felt lonely despite being surrounded by her people, as she was orphaned from a young age. She daydreams about the outside world, but dares not travel from her home due to the warnings of the clan's chief.  One day the kingdom of Mezarte invades her homeland. They already have what is left of the giant dragons, the Renato, under their control, and now their king wishes to add the immortality to his bloodline.  They ravage the Iorph homeland and kill most of its inhabitants. Caught in the midst of the attack, Maquia is carried off by one of the Renato. It soon dies, and she is left deserted in a forest, now truly alone save for the cries of a single baby off in the distance. Maquia finds the baby in a destroyed village and decides to raise him as her own, naming him Ariel. Although she knows nothing of the human world, how to raise a child that ages much faster than her.",2018-02-24,5.4156,8.182,675,ja,False,/hL3NqRE2ccR4Y2sYSJTrmalRjrz.jpg,/5nkKy7eEDsXqsxFLJy3GxZhE90J.jpg,"16,14,18,12"
